v2Code,Matrix,Analyte,Analyte Code,Extraction Name,Extraction Name Code,Extraction reagents/formulation,Extraction Ratio (Soil:Extractant),Extraction Basis,Extraction Time,Analyte Measurement,Analyte Measurement Code,Observation Category,Reporting Unit,Reporting Unit Code,Acceptance,Status,Organization,Citation
L_MODV2_SOIL_MNO4OXC_001,SOIL,permanganate-oxidizable carbon (POXC),MNO4OXC,Potassium Permanganate,POTASSIUM_PERMANGANATE,KMnO4,1:04,m/v,2 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,AJAC/SSSA,"Am. J. of Alt. Agric. 18: 3–17. doi:10.1079/AJAA2003003, Soil Sci. Soc. Am. J. 76:494–504. doi:10.2136/sssaj2011.0286"
L_MODV2_SOIL_MNO4OXC_002,SOIL,permanganate-oxidizable carbon (POXC),MNO4OXC,Potassium permanganate,POTASSIUM_PERMANGANATE,Permanganate oxidizable carbon (POXC). Digestion followed by colorimetric measurement,1:10,m/v,2 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,Soil Health Institute,"Weil, et al., 2003"
L_MODV2_SOIL_PH_001,SOIL,pH,PH,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,H+ ISE,H_ISE,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20."
L_MODV2_SOIL_PH_002,SOIL,pH,PH,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:01,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-2.20"
L_MODV2_SOIL_PH_003,SOIL,pH,PH,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:02,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.2"
L_MODV2_SOIL_PH_004,SOIL,pH,PH,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2 solution,1:02,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.2"
L_MODV2_SOIL_PH_005,SOIL,pH,PH,Slurry,SLURRY,Deionized Water,1:01,m/v,30 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 4, pp 4.1-4.2."
L_MODV2_SOIL_PH_006,SOIL,pH,PH,Slurry,SLURRY,Deionized Water,1:02,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-2.22"
L_MODV2_SOIL_PH_007,SOIL,pH,PH,Slurry,SLURRY,Deionized Water,01:02.5,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,PROVISIONAL,VALID,SERA-6,
L_MODV2_SOIL_PH_008,SOIL,pH,PH,Slurry,SLURRY,Deionized Water,1:05,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,PROVISIONAL,VALID,SERA-6,
L_MODV2_SOIL_PH_009,SOIL,pH,PH,Potassium Chloride,POTASSIUM_CHLORIDE,1.0 M KCl solution,1:01,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.2"
L_MODV2_SOIL_PH_010,SOIL,pH,PH,Potassium Chloride,POTASSIUM_CHLORIDE,1.0 M KCl,1:01,m/v,15 min,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 3.2"
L_MODV2_SOIL_PH_011,SOIL,pH,PH,Potassium Chloride,POTASSIUM_CHLORIDE,0.01 M CaCl2 solution,1:05,m/v,"Stir, 30 minute settle",H+ ISE,H_ISE,MEASURED,S.U.,su,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PH_012,SOIL,pH,PH,Potassium Chloride,POTASSIUM_CHLORIDE,1.0 N KCl solution,1:05,m/v,"Stir vigorously, settle for 15 minutes",H+ ISE,H_ISE,MEASURED,S.U.,su,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PH_013,SOIL,pH,PH,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,H+ ISE,H_ISE,MEASURED,S.U.,su,OFFICIAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_PO4_001,SOIL,phosphate,PO4,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,ICP-OES / ICP-MS,ICP-OES_ICP-MS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-15.1"
L_MODV2_SOIL_PLFA_001,SOIL,phospholipid fatty acid (PLFA),PLFA,PLFA,PLFA,"Bligh-Dyer extractant, solid phase extraction, transesterification;",1:10,m/v,,Gas chromatograph,GAS_CHROMATOGRAPH,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,Soil Health Institute,"Buyer and Sasser, 2012"
L_MODV2_SOIL_PMONOEST_001,SOIL,phosphomonoesterase,PMONOEST,Incubation,INCUBATION,Assay incubation,1:10,v/v,,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,Soil Health Institute,"Acosta-Martinez and Tabatabai, 2011"
L_MODV2_SOIL_P_001,SOIL,phosphorus,P,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,30 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_P_002,SOIL,phosphorus,P,Ammonium Lactate,AMMONIUM_LACTATE,"Ammonium Lactate 0.1N NH4 lactate + 0.4N CH3COON, pH 3.7",1:20,m/v,4 hrs,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,"SIS (Standardizing Commission in Sweden). 1993. Soil Analysis - Extraction and Determination of Phosphorus, Potassium, Calcium, Magnesium and Sodium from Soils with Ammonium Lactate/acetic Acid Solution (the AL?method) SS 028310 Stockholm, Sweden"
L_MODV2_SOIL_P_003,SOIL,phosphorus,P,Aqua Regia,AQUA_REGIA,Aqua Regia (3:1 mixture of hydrochloric (HCl) and nitric (HNO3) acids),1:10,m/v,20 min,ICP-OES / ICP-MS,ICP-OES_ICP-MS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,ISO standard 11466 or EPA 3051A
L_MODV2_SOIL_P_004,SOIL,phosphorus,P,Bray 1,BRAY_1,"Bray P1, 0.03N NH4F + 0.025N HCl, pH 2.7",1:10,m/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 12, pp 12.5-12.6."
L_MODV2_SOIL_P_005,SOIL,phosphorus,P,Bray 1,BRAY_1,"Bray P1, 0.03N NH4F + 0.025N HCl, pH 2.7",1:07,m/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-4.2"
L_MODV2_SOIL_P_006,SOIL,phosphorus,P,Bray 2,BRAY_2,"Bray P2, 0.03N NH4F + 0.10N HCl, pH 1.7",1:10,m/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,University of Missouri,"Extractable Soil Phosphorus
Bray I and Bray II Methods, Chapter 12, 2012.  Soil Testing In Missouri: A Guide for Conducting Soil Tests in Missouri, EC923, University of Missouri."
L_MODV2_SOIL_P_007,SOIL,phosphorus,P,Bray 2,BRAY_2,,1:07,,,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_P_008,SOIL,phosphorus,P,Bray-Kurtz,BRAY-KURTZ,,,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_P_009,SOIL,phosphorus,P,Calcium Acetate Lactate (CAL),CALCIUM_ACETATE_LACTATE,"Calcium Acetate Lactate (CAL) solution:  15.4 g calcium lactate, 15.4 g calcium acetate, 17.9 ml acetic acid
acid, brought to 1 liter with DI water",1:20,m/v,90 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,,"Dipl.-Ing. H. Schüller, 1969.  The CAL method, a new method for determining the plant-available phosphate in soil.  Journal of Plant Nutrition and Soil Science.  Volume 123, Issue 1, pages 48-63."
L_MODV2_SOIL_P_010,SOIL,phosphorus,P,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J. Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Commun. Soil Sci. Plant Anal. 1990, 21, 2281–2290."
L_MODV2_SOIL_P_011,SOIL,phosphorus,P,Calculation,CALCULATION,Mehlich 3 to Bray P1 (1:10) Regressed,Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_012,SOIL,phosphorus,P,Carbon Dioxide,CARBON_DIOXIDE,Saturated CO2 Method,1:20,m/v,30 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_013,SOIL,phosphorus,P,Colwell,COLWELL,"Colwell (Bicarbonate) 0.5M NaCO3, pH 8.5",0.111111111,m/v,16 hrs,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,ASPAC,"Rayment, G. and J. Lyons. 2011. Soil Chemical Methods - Australasia, CSIRO, Method 9B1,  pp 162.164"
L_MODV2_SOIL_P_014,SOIL,phosphorus,P,Slurry,SLURRY,Deionized Water,1:01,m/v,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_015,SOIL,phosphorus,P,Slurry,SLURRY,Deionized Water,1:05,m/v,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_016,SOIL,phosphorus,P,Slurry,SLURRY,Deionized Water,1:10,m/v,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_017,SOIL,phosphorus,P,Slurry,SLURRY,Deionized Water,1:20,m/v,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_018,SOIL,phosphorus,P,Diffuse Gradient Thin Films,DIFFUSE_GRADIENT_THIN_FILMS,Diffuse Gradient Thin Films,Equilibration,,Varies,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,"Mason S, McNeill A, McLaughlin MJ and Zhang H (2010) Prediction of wheat response to an application of phosphorus under field conditions using diffusive gradients in thin-films (DGT) and extraction methods. Plant and Soil 337: 243–258."
L_MODV2_SOIL_P_019,SOIL,phosphorus,P,EPA 3050,EPA_3050,"EPA 3050 Digestion (Nitric Acid, Hydrogen Peroxide), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_P_020,SOIL,phosphorus,P,H3A-1,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523."
L_MODV2_SOIL_P_021,SOIL,phosphorus,P,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin - NH4Cl 0.8 mol / L in 0.2 mol / L HCl,Saturated paste,,,,,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,,
L_MODV2_SOIL_P_022,SOIL,phosphorus,P,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,variable,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_P_023,SOIL,phosphorus,P,Kelowna,KELOWNA,"Kelowna, 0.25N HOAc + 0.015N NH4F",1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,AAFC,"Determination of available phosphorus in acid and calcareous soils with the Kelowna multi-element extractant.  Soil Sci. Vol 146, No. 4, 284-291. "
L_MODV2_SOIL_P_024,SOIL,phosphorus,P,Kelowna,KELOWNA,"Modified Kelowna-95, 0.5N HOAc + 0.015N NH4F + 1 N NH4Oac",1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,AAFC,"Simultaneous extraction of available phosphorus and potassium with a new soil test: A modification of Kelowna extraction.  Communications in Soil Science and Plant Analysis, Volume 25, 1994, pp 627-635."
L_MODV2_SOIL_P_025,SOIL,phosphorus,P,Lancaster,LANCASTER,"Lancaster Extraction (Solution A:0.05 M HCl, Solution B: 1.57 M glacial acetic acid, 0.063 M malonic acid, 0.089 M malic acid, 0.032 M ammonium fluoride, 0.012 M aluminum chloride hexahydrate)",1:05,m/v,"Soil+Solution A, sit for 10 minutes. Add Solution B, shake for 10 minutes",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.4"
L_MODV2_SOIL_P_026,SOIL,phosphorus,P,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
L_MODV2_SOIL_P_027,SOIL,phosphorus,P,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
L_MODV2_SOIL_P_028,SOIL,phosphorus,P,Mehlich 2,MEHLICH_2,Mehlich 2 (0.2N CH3COOH + 0.015N NH4F + 0.2N NH4Cl + 0.012N HCl),1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92."
L_MODV2_SOIL_P_029,SOIL,phosphorus,P,Mehlich 2,MEHLICH_2,Mehlich 2 (0.2N CH3COOH + 0.015N NH4F + 0.2N NH4Cl + 0.012N HCl),1:10,m/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92."
L_MODV2_SOIL_P_030,SOIL,phosphorus,P,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,v/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_P_031,SOIL,phosphorus,P,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,v/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_P_032,SOIL,phosphorus,P,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_P_033,SOIL,phosphorus,P,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_P_034,SOIL,phosphorus,P,Morgan,MORGAN,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5."
L_MODV2_SOIL_P_035,SOIL,phosphorus,P,Morgan,MORGAN,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5."
L_MODV2_SOIL_P_036,SOIL,phosphorus,P,Modified Morgan,MODIFIED_MORGAN,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5."
L_MODV2_SOIL_P_037,SOIL,phosphorus,P,Modified Morgan,MODIFIED_MORGAN,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5."
L_MODV2_SOIL_P_038,SOIL,phosphorus,P,Nitric Acid,NITRIC_ACID,,,,,ICP,ICP,MEASURED,%,prcnt,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_P_039,SOIL,phosphorus,P,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_040,SOIL,phosphorus,P,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_P_041,SOIL,phosphorus,P,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_P_042,SOIL,phosphorus,P,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_P_043,SOIL,phosphorus,P,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/L,mg1L-1,PROVISIONAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_P_044,SOIL,phosphorus,P,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,PROVISIONAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_P_045,SOIL,phosphorus,P,Sodium Bicarbonate,SODIUM_BICARBONATE,"Bicarbonate, 0.5M NaHCO3, pH 8.5",1:20,m/v,30 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-4.10"
L_MODV2_SOIL_P_046,SOIL,phosphorus,P,Sulfuric Acid,SULFURIC_ACID,0.005 M H2SO4,1:10,m/v,,,,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_P_047,SOIL,phosphorus,P,Truog,TRUOG,"Truog, 0.002N H2S04 buffered with NH4HS04, pH 3.0",0.180555556,m/v,30 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,,
L_MODV2_SOIL_P_048,SOIL,phosphorus,P,"Truog, Modified",TRUOG_MODIFIED,"Modified Truog, 0.001N H2S04 buffered with 3% NH4HS04, pH 3.0",0.111111111,m/v,30 min,Spectrophotometric,SPECTROPHOTOMETRIC,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PBUFINDEX_001,SOIL,phosphorus buffer index,PBUFINDEX,Calculation,CALCULATION,Phosphorus Equilibration Solution,Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PBUFINDEX_002,SOIL,phosphorus buffer index,PBUFINDEX,Calculation,CALCULATION,Bicarbonate (Olsen),Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PBUFINDEX_003,SOIL,phosphorus buffer index,PBUFINDEX,Calculation,CALCULATION,Bicarbonate (Colwell),Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PBUFINDEX_004,SOIL,phosphorus buffer index,PBUFINDEX,Calculation,CALCULATION,CaCl2/PO4,Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PERINDEX_001,SOIL,phosphorus environmental risk index,PERINDEX,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Calculation,CALCULATION,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PFF_001,SOIL,phosphorus fixation factor,PFF,Mehlich 3 ,MEHLICH_3,Mehlich 3 (calculated Phosphorus Fixation Factor),Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PINDEX_001,SOIL,phosphorus index,PINDEX,Calculation,CALCULATION,Ratio of P to Ca and Fe,Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,INVALID,,
L_MODV2_SOIL_PINDEX_002,SOIL,phosphorus index,PINDEX,Mehlich 3 ,MEHLICH_3,Mehlich 3 (calculated Phosphorus Index),Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,INVALID,,
L_MODV2_SOIL_PINDEX_003,SOIL,phosphorus index,PINDEX,Mehlich 3 ,MEHLICH_3,Mehlich 3 (calculated Phosphorus Index),Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_PINDEX_004,SOIL,phosphorus index,PINDEX,Calculation,CALCULATION,Ratio of P to Ca and Fe,Calculation,Calculation,Calculation,ICP-OES,ICP-OES,CALCULATION,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
